"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold","gene"
"PHRF1",-0.0500543864830121,9.32324265396195,-1.28675031520595,0.19898213604567,0.229590717062021,-6.81550020910104,"Not","PHRF1"
"NEDD9",0.0525820335429437,10.1118395970475,1.2847240703949,0.199688781752721,0.230393854854316,-6.81809497293651,"Not","NEDD9"
"DAPK2",-0.0897355969383824,9.33695870406133,-1.28465319671101,0.199713531969702,0.230410202322785,-6.81818565883205,"Not","DAPK2"
"CBX8",0.0640834015407963,6.13634379459558,1.28337065963882,0.200161803079626,0.230915139711727,-6.81982586284068,"Not","CBX8"
"ABHD16A",0.0588966768137009,5.71076253880943,1.28229039882199,0.200539946711389,0.231339125855081,-6.8212061210204,"Not","ABHD16A"
"WWC1",0.127437922675805,3.70801067251681,1.28113847912517,0.200943750913126,0.231790995594004,-6.82267666913048,"Not","WWC1"
"SRRM2",-0.063758900769713,12.9521651491489,-1.28111226629227,0.200952946719798,0.231790995594004,-6.82271011735793,"Not","SRRM2"
"COX7B",-0.117818289837644,7.27476464603162,-1.28104158368189,0.200977744645946,0.231807319755573,-6.82280030674808,"Not","COX7B"
"MYLK2",0.152648047987496,0.762819901470282,1.28016732378251,0.201284650884492,0.232149008104334,-6.8239154345377,"Not","MYLK2"
"ZNF786",-0.0546158309970828,6.86906904698642,-1.27982767550728,0.201403975891718,0.232274327368368,-6.82434845599714,"Not","ZNF786"
"GALNT12",-0.0673623097490061,5.76478382316528,-1.27953599993636,0.20150648849578,0.232380245047961,-6.82472022561018,"Not","GALNT12"
"C19orf33",-0.149013518828635,1.86775070126795,-1.27887733973181,0.201738122447863,0.232635048260457,-6.82555944475759,"Not","C19orf33"
"H4C3",0.169025100536349,3.47800163822347,1.27835468936716,0.20192206387593,0.23283483059195,-6.82622506481942,"Not","H4C3"
"P2RY12",-0.115774229456506,4.95318487936494,-1.27804414161415,0.202031416092442,0.232948588054696,-6.82662043440139,"Not","P2RY12"
"PSMA4",0.0838567925498328,8.93244918641578,1.27787678235631,0.202090365758455,0.233004220819144,-6.82683346604541,"Not","PSMA4"
"LINC01664",0.156562197610467,2.28092858131367,1.27738762697619,0.20226273520967,0.233190610429956,-6.82745595352813,"Not","LINC01664"
"SLC9A7P1",-0.0899491306038129,5.65700618786095,-1.27725635010256,0.202309013094843,0.233231615848169,-6.82762297314227,"Not","SLC9A7P1"
"ICOSLG",0.109222037850408,5.135168332621,1.27712566677869,0.202355089435792,0.233272384587028,-6.82778922070102,"Not","ICOSLG"
"ZNF804A",0.0830662529376411,5.59072249752807,1.27701728126639,0.202393309836302,0.233304093260216,-6.82792708951738,"Not","ZNF804A"
"LINC01460",-0.135466817248834,0.752681835723006,-1.27680877919873,0.202466849576029,0.233376509952783,-6.82819227623323,"Not","LINC01460"
"INPP5B",0.0392232896202316,8.81437377443849,1.27671947472334,0.202498353697734,0.233400468545848,-6.82830584644066,"Not","INPP5B"
"HYPK",-0.0568434880524089,5.89639139493918,-1.27593430320262,0.202775494642532,0.233707531669991,-6.82930402510406,"Not","HYPK"
"ATAT1",0.0638529749518222,6.35189669751868,1.27585980844582,0.202801803359588,0.233725482595269,-6.82939869773498,"Not","ATAT1"
"LINC00933",0.163795010357591,1.60089368641139,1.27553012707667,0.20291826426248,0.233847324917465,-6.82981761181037,"Not","LINC00933"
"SNX1",-0.0234506975924536,10.572061677555,-1.27485068611653,0.203158433009655,0.234111710350616,-6.83068061413883,"Not","SNX1"
"TRIM56",-0.0530545185889792,10.6301815970011,-1.27396340744761,0.203472381055285,0.234461083636494,-6.83180691843195,"Not","TRIM56"
"HIRA",0.0546544681170849,7.22646135626665,1.27337135244821,0.203682066541378,0.23469028463004,-6.83255803581183,"Not","HIRA"
"PARP3",0.0590112831423166,6.26744749037514,1.2732743877959,0.20371642312567,0.234717451376341,-6.8326810181482,"Not","PARP3"
"ZNF541",-0.115726517624527,3.2357249812025,-1.27248903247221,0.203994846855264,0.235025809009173,-6.83367675894987,"Not","ZNF541"
"CAPN11",0.201077034922955,1.9283235157812,1.27109162500746,0.204490942245843,0.235584903835946,-6.83544700600152,"Not","CAPN11"
"MMAB",0.0567314869184061,6.50118894383245,1.27088958460485,0.204562741706417,0.235655152928644,-6.83570279286699,"Not","MMAB"
"CYB5R4",-0.0520347720775032,9.92475826332464,-1.27043125812511,0.204725686256514,0.235830387675798,-6.83628289318679,"Not","CYB5R4"
"ZNF582-DT",0.073467231258344,4.67254426990403,1.27036565649455,0.204749016744987,0.235844786268626,-6.83636590769911,"Not","ZNF582-DT"
"FBXL22",0.0908128100133858,3.31850132072539,1.26995512703891,0.204895061055201,0.235998966138572,-6.83688530898847,"Not","FBXL22"
"SOAT2",0.145644187564089,3.18895162758894,1.26992847687931,0.204904544377306,0.235998966138572,-6.83691902098047,"Not","SOAT2"
"SHISA4",0.192501258109777,6.27799275497114,1.2696831853081,0.204991845168175,0.236087027478553,-6.83722927765025,"Not","SHISA4"
"SPAG4",0.114887693257894,3.48141656596269,1.26953233527658,0.205045547111291,0.23613638609839,-6.83742005057785,"Not","SPAG4"
"SLC17A3",-0.165146176789899,2.17643921510431,-1.26886065698145,0.205284786272231,0.236399398227184,-6.83826921769293,"Not","SLC17A3"
"MSANTD3",-0.0580529672283303,5.86310337881697,-1.26863114620984,0.205366580365905,0.236481083419756,-6.83855927382228,"Not","MSANTD3"
"YPEL4",0.111741063555885,4.68970492092934,1.26791004729518,0.205623723622465,0.236764665109152,-6.8394702614812,"Not","YPEL4"
"RPL31P17",-0.214585517858072,2.25781013953519,-1.26781070242826,0.205659168319728,0.236792956332597,-6.83959572683108,"Not","RPL31P17"
"RPL22P3",-0.14163370719046,2.79637462446425,-1.26774027506284,0.205684298403957,0.236809369097772,-6.83968466557368,"Not","RPL22P3"
"MMACHC",0.0566783013153307,6.33902397837025,1.26768748830452,0.205703135387495,0.236818535109586,-6.83975132377834,"Not","MMACHC"
"GTF2H2C",0.0936529070985435,6.3231870988578,1.26590367782228,0.206340429180524,0.237539669331532,-6.84200227113995,"Not","GTF2H2C"
"CT45A11P",-0.151754833975539,1.53984241075618,-1.26337842141143,0.207245075704989,0.238568488236209,-6.84518345816776,"Not","CT45A11P"
"SNORD116-18",-0.08690387958928,1.22621364496876,-1.26226243963388,0.207645783783684,0.239017124379643,-6.84658730755158,"Not","SNORD116-18"
"DERA",-0.0414995010332371,6.96469556043346,-1.26160260767816,0.20788297049076,0.239277496692901,-6.84741676460655,"Not","DERA"
"EFCAB8",0.0822922680849665,4.70084516697688,1.26156431515771,0.207896741378035,0.239280698953788,-6.84746488790584,"Not","EFCAB8"
"PSAP",0.0550294796476223,13.6052911103606,1.26103931180276,0.208085611867075,0.239485422748708,-6.84812452851166,"Not","PSAP"
"APBB2",0.121345776397171,4.33928352055799,1.25930007554762,0.208712196193187,0.240193862486478,-6.85030784765019,"Not","APBB2"
"PSMC1P3",0.103823205033859,0.403981895356587,1.25918238411809,0.208754645724644,0.240230018531557,-6.85045548155696,"Not","PSMC1P3"
"BMF",0.0443920071068575,8.31738689036781,1.25881276884241,0.20888800124664,0.240370777738497,-6.85091904359203,"Not","BMF"
"RAD23BP1",-0.104365026801193,3.2314568124874,-1.25828853361193,0.209077249220755,0.240575835012785,-6.85157629461306,"Not","RAD23BP1"
"RPS15AP6",0.169821384224956,1.70623836709572,1.25777860129643,0.209261453493219,0.240775067361419,-6.85221535316168,"Not","RPS15AP6"
"FOXD4L5",-0.144528651983103,0.898071739035321,-1.25606290988812,0.209882084038553,0.241476401772138,-6.85436361009175,"Not","FOXD4L5"
"MIR3138",0.138335020731064,1.51266386372702,1.25558974772455,0.210053479841647,0.241660829690488,-6.8549555558976,"Not","MIR3138"
"ANAPC10",0.100781795488489,5.52226941660863,1.25545058956894,0.21010390712093,0.241706074469476,-6.8551296065314,"Not","ANAPC10"
"RPS3A",-0.169358092279722,9.51603491496006,-1.25541713648805,0.210116030954858,0.241707252049344,-6.85517144477685,"Not","RPS3A"
"CRYBG1",0.0412718303813957,9.85473250919644,1.25526023807277,0.210172899776041,0.241759899240533,-6.8553676557326,"Not","CRYBG1"
"TXNDC15",-0.0412923715325491,8.42512257208326,-1.2551213033415,0.210223266883131,0.241796180923254,-6.85554138171592,"Not","TXNDC15"
"PCBP1-AS1",0.0578935951595891,9.10251275787612,1.25511197290234,0.210226649700989,0.241796180923254,-6.85555304794782,"Not","PCBP1-AS1"
"RPL24P7",0.135002174657755,0.763417812621713,1.25499894521309,0.210267631844939,0.241830543676308,-6.85569436428684,"Not","RPL24P7"
"FAM78B",0.149455035539756,2.27094256436174,1.25434185548981,0.210505997692603,0.24209190344124,-6.85651566096499,"Not","FAM78B"
"CTCF-DT",0.124055635211943,3.75879281498959,1.25412484511539,0.210584763474396,0.242169697631633,-6.85678680862347,"Not","CTCF-DT"
"NDUFA6-DT",0.0614784479871693,5.57311183879193,1.25374506680261,0.210722658792856,0.242315478201016,-6.85726121777756,"Not","NDUFA6-DT"
"SNAI3-AS1",0.0519966695186138,6.65442746224764,1.25309154339281,0.210960102891777,0.242575711066613,-6.85807724863752,"Not","SNAI3-AS1"
"LGI2",0.143076523903785,3.00657447605876,1.25095036541144,0.211739416233829,0.243458960211829,-6.86074790400561,"Not","LGI2"
"SNORA73B",-0.111831794758445,5.37189593162933,-1.25084816609703,0.211776665351798,0.24348893225806,-6.86087526225413,"Not","SNORA73B"
"STPG2",-0.156782777882379,1.53509830103098,-1.25059507510088,0.211868931217552,0.243582152970549,-6.86119061355609,"Not","STPG2"
"RALGPS1",0.0538581496119939,7.28861996512257,1.25047471887286,0.211912818046093,0.243619746209476,-6.86134055517808,"Not","RALGPS1"
"LOC100418723",0.180368168573552,2.45753998795631,1.2502480735583,0.211995480150005,0.243701910055241,-6.86162287451718,"Not","LOC100418723"
"MBD1",0.0342339755799639,9.66572997580669,1.25010721181405,0.212046867047268,0.243748114340615,-6.86179831251094,"Not","MBD1"
"KCNMB3",0.082284598110812,4.61172904797437,1.24992763278633,0.212112391258867,0.243810563749041,-6.86202194299889,"Not","KCNMB3"
"RGPD8",-0.10690133436379,4.77364486390413,-1.24979375502926,0.21216124969551,0.243853851259949,-6.86218864078224,"Not","RGPD8"
"TSN",-0.0379352506765613,8.63787085625717,-1.24970290540256,0.212194409745987,0.243879091745955,-6.86230175203859,"Not","TSN"
"RPL7AP11",0.0853091354094859,4.24152996383362,1.24936281145289,0.212318577179903,0.244008920572776,-6.86272510960772,"Not","RPL7AP11"
"TMEM8B",-0.068048194131582,6.3873350783758,-1.24906218294625,0.212428379754855,0.244122227631516,-6.86309924445039,"Not","TMEM8B"
"DUT",0.0624845168855517,7.62498665251186,1.24899146451215,0.212454215177703,0.244139032956593,-6.86318724119733,"Not","DUT"
"RCOR2",-0.154004797297496,2.78945363853562,-1.24890211411274,0.212486860637095,0.244163661761094,-6.86329841510825,"Not","RCOR2"
"RANBP10",0.0664297100586246,9.29892177804084,1.24856700787373,0.212609328949519,0.244291495851184,-6.86371529957467,"Not","RANBP10"
"AHR",0.0722518792855258,9.27212131046115,1.24852546410437,0.21262451514859,0.244296054103025,-6.86376697382022,"Not","AHR"
"ATP6",0.0913030818254761,12.6250677330899,1.24822935085378,0.212732781234109,0.244407550855944,-6.86413524509917,"Not","ATP6"
"BAIAP2L2",0.0907744949211819,4.32683450899147,1.24703693938816,0.213169159928677,0.244895982771285,-6.86561735128902,"Not","BAIAP2L2"
"OR10G2",0.192174132217658,1.72427411575846,1.24688786419611,0.213223761552138,0.244945787802575,-6.86580254531028,"Not","OR10G2"
"CHPF2",0.0341534243235682,9.46613456265414,1.24672781869517,0.21328239254124,0.245000216162983,-6.86600134315432,"Not","CHPF2"
"ACTR3C",0.0841239115099288,4.8941878540965,1.2461235839467,0.213503852917948,0.245241673117493,-6.86675165513098,"Not","ACTR3C"
"ADAMDEC1",-0.146670355372865,3.0095938660861,-1.24577050721959,0.213633337511319,0.24537746198486,-6.86718992322409,"Not","ADAMDEC1"
"SF3B6",0.0852297564345994,7.52809770002037,1.24488845457182,0.213957063161825,0.245736328411243,-6.86828426190129,"Not","SF3B6"
"LIPE",0.0545551825701178,6.87205320981815,1.2445967655034,0.214064195260168,0.245846405685135,-6.86864598345359,"Not","LIPE"
"ALG1L13P",-0.103256164951538,5.07750853375905,-1.24381558690105,0.21435129929849,0.246163152904626,-6.8696143035036,"Not","ALG1L13P"
"RPL11",-0.116210079208461,11.5920400232036,-1.24347319146708,0.214477226621464,0.246294779542368,-6.87003853415346,"Not","RPL11"
"CCAR2",0.042283815542115,9.69980828134862,1.24333332919808,0.214528681032024,0.246340875888431,-6.87021179129044,"Not","CCAR2"
"ARHGEF10",0.132541005060129,5.37562524998704,1.24304107907051,0.214636226778479,0.246451373027915,-6.87057375950004,"Not","ARHGEF10"
"KCNE2",0.143410309362039,0.812297045690188,1.24263288276982,0.214786505115417,0.246610922693815,-6.87107919231646,"Not","KCNE2"
"TXNL1",0.0382992811107847,9.07994183500675,1.24236412172766,0.214885491630854,0.246711567028464,-6.87141188509614,"Not","TXNL1"
"NSL1",0.0470121589438062,7.90423797033879,1.24227537789729,0.214918183834706,0.246727159913908,-6.87152172325957,"Not","NSL1"
"SUFU",0.0635551527506442,7.8153668789792,1.2422657400494,0.214921734523398,0.246727159913908,-6.87153365154734,"Not","SUFU"
"PHYKPL",0.0429960794196766,9.92285745224811,1.24182224474236,0.215085168973484,0.246901763635279,-6.87208244447925,"Not","PHYKPL"
"CYB5A",-0.0588736089524664,6.93103321387026,-1.24145442829747,0.215220782866031,0.247044414702574,-6.87253744294584,"Not","CYB5A"
"PARN",-0.0423597970412484,8.24972006085369,-1.24141879266911,0.215233925005461,0.2470464770963,-6.87258151803815,"Not","PARN"
"LINC00506",0.16740258820127,0.822948090503724,1.2413484594717,0.215259865039121,0.247063227979488,-6.87266850432428,"Not","LINC00506"
"PTGES2-AS1",0.113920491977736,2.91259202651959,1.24126701075973,0.21528990748234,0.247084685364884,-6.87276923188501,"Not","PTGES2-AS1"
"SBK1",0.065280403079317,8.30310058481848,1.24094945913783,0.215407065698133,0.247206116558282,-6.87316188514239,"Not","SBK1"
"RNU1-2",-0.0777932769358343,1.22861075938147,-1.24077167723713,0.215472677089228,0.247268381745347,-6.87338166933711,"Not","RNU1-2"
"RNASEH1-AS1",0.0731608265627646,4.69485974929304,1.24047405262006,0.215582549448866,0.247381429924592,-6.87374954007854,"Not","RNASEH1-AS1"
"ITGAD",-0.142863740543489,5.09127723051475,-1.23912217249426,0.216082125242873,0.247941628137406,-6.87541939275335,"Not","ITGAD"
"CSRNP2",-0.0425210827922466,8.23371205899241,-1.23906913720806,0.216101741027386,0.247951070232444,-6.87548486553379,"Not","CSRNP2"
"LY6G5C",0.0812376394384025,5.33572494167397,1.23891257949805,0.216159653423832,0.248004449828966,-6.87567812193984,"Not","LY6G5C"
"CLIC6",0.193255273102728,1.97776653631916,1.23870067011174,0.216238058874351,0.248081334667492,-6.87593966643384,"Not","CLIC6"
"PRG2",-0.134280848822212,0.453757280696366,-1.23863687452926,0.216261666957317,0.248095347873957,-6.87601839603716,"Not","PRG2"
"NDUFAF2P1",-0.121810414253126,2.12789606201007,-1.23797173212073,0.21650791938147,0.248364763698847,-6.87683900327054,"Not","NDUFAF2P1"
"BAIAP2",0.0729839301163064,7.32629875239072,1.23779193752146,0.216574518633178,0.248423633294282,-6.87706074650196,"Not","BAIAP2"
"OSER1",-0.0535196853749866,9.08315873912073,-1.23777159364605,0.21658205531383,0.248423633294282,-6.8770858348807,"Not","OSER1"
"ADAMTS7",-0.184901381136566,1.89783591560712,-1.23768439498861,0.216614361455108,0.248447601826967,-6.87719336496747,"Not","ADAMTS7"
"SPOCK1",-0.104408246560945,3.84933031738692,-1.23747205406799,0.216693045988436,0.248524759106615,-6.87745518433642,"Not","SPOCK1"
"CTH",0.109374402940068,3.56451542937747,1.23684942079286,0.216923886505624,0.248776406418074,-6.87822264314836,"Not","CTH"
"CLDN4",-0.161001848587117,1.84973244546719,-1.23585667490668,0.217292313142504,0.249185807809038,-6.87944551106569,"Not","CLDN4"
"PRKAR2A",0.036905403161942,9.13327971426203,1.23435561818967,0.217850241287593,0.249812470590202,-6.88129266857691,"Not","PRKAR2A"
"TRAV21",-0.0972029315401688,5.63454080158417,-1.23414479042465,0.217928686650207,0.249877307924885,-6.88155192887936,"Not","TRAV21"
"TRMU",-0.0505108396640637,8.65144832852068,-1.23413450643315,0.217932513666876,0.249877307924885,-6.88156457424361,"Not","TRMU"
"ODAD1",0.0964230334192453,3.91016823505062,1.23411113998806,0.217941209281719,0.249877307924885,-6.88159330561833,"Not","ODAD1"
"MTCP1",-0.0748896100328982,3.84414588297959,-1.23402038871197,0.217974983937321,0.249902873439434,-6.8817048882465,"Not","MTCP1"
"CYYR1",-0.155615316546115,3.02698102741494,-1.23392806802348,0.218009346552718,0.249929110307752,-6.88181839218446,"Not","CYYR1"
"H2BC11",0.109417915337763,6.13448651311061,1.23374155174685,0.218078781565661,0.249995549807437,-6.88204767946449,"Not","H2BC11"
"CC2D1B",-0.0393125312834393,9.22239654540481,-1.23186664063026,0.218777647392404,0.250783495049989,-6.88435062635959,"Not","CC2D1B"
"LOC100421100",-0.157180874874257,2.62189002776108,-1.23149951646841,0.218914680385341,0.250927365657252,-6.88480115700441,"Not","LOC100421100"
"OR51R1P",0.174129627170628,2.4820103797894,1.2308577965393,0.219154357792675,0.251188869403911,-6.88558834859791,"Not","OR51R1P"
"IFNL1",-0.141832574040239,2.48424079665046,-1.23068310846347,0.219219635178769,0.25125046349901,-6.88580256629069,"Not","IFNL1"
"CPM",-0.0754188117584293,6.74713757209035,-1.22975087045566,0.219568230592502,0.25163674848167,-6.88694524761396,"Not","CPM"
"ANKH",-0.0577929161465232,9.54528060376383,-1.22942615615674,0.219689746043471,0.251762760912404,-6.88734306120581,"Not","ANKH"
"COQ10A",0.0494791453180303,6.5065485108917,1.22933150590535,0.219725175432945,0.251790111306829,-6.8874589993943,"Not","COQ10A"
"LRRC66",0.142298693286257,2.10425839590284,1.22793707415091,0.220247614968469,0.252375509968869,-6.88916602893932,"Not","LRRC66"
"KATNA1",0.0430951273658513,7.41809667590972,1.2275508137032,0.220392489903161,0.252528229196029,-6.88963853973262,"Not","KATNA1"
"KIF19",-0.172887511228823,5.2724601513913,-1.22750721976815,0.220408845015029,0.252533680621008,-6.88969185875136,"Not","KIF19"
"IRAK3",0.0732889726004942,9.53592161848198,1.22746395591083,0.220425077155952,0.252538990585649,-6.88974477220059,"Not","IRAK3"
"CPLX1",-0.146426156514585,2.56638659955098,-1.2272636556293,0.220500238918591,0.252611811566913,-6.88998972344693,"Not","CPLX1"
"GFOD2",0.0483302995558788,8.27833723435077,1.22679916023459,0.220674609705302,0.252798275796136,-6.8905576116213,"Not","GFOD2"
"FLJ31104",-0.154326050761126,2.49317448428632,-1.22587330552228,0.221022470119524,0.25318345451379,-6.8916889177076,"Not","FLJ31104"
"CACNB4",0.152649492045604,5.6628642306304,1.22557187646079,0.221135807606971,0.253299958476686,-6.89205705243636,"Not","CACNB4"
"GLP1R",-0.21262275972951,1.81320397051749,-1.22385456214032,0.221782316715163,0.254027139365245,-6.89415269185363,"Not","GLP1R"
"KCNJ8",-0.167217711728181,1.06158759043115,-1.22330840676873,0.22198820987258,0.254249593413393,-6.89481855457294,"Not","KCNJ8"
"LINC02901",-0.149052962631173,1.22200945292666,-1.22267293658326,0.222227946474967,0.254510783910609,-6.89559293720495,"Not","LINC02901"
"NOP10",0.0719100236252945,8.8065051686862,1.2225229229151,0.222284567572544,0.254562241447993,-6.89577568531201,"Not","NOP10"
"LOC100420226",-0.0941969865996104,1.73969860735739,-1.22214240117184,0.222428238064403,0.254713378062181,-6.89623914082358,"Not","LOC100420226"
"RPL21P75",-0.145864807806654,5.21507820406981,-1.22201813983794,0.222475168858474,0.254753723280041,-6.8963904536071,"Not","RPL21P75"
"ZNF777",0.0578073264619183,7.50800094160592,1.22054257334378,0.223033002298757,0.255379062157829,-6.89818608137391,"Not","ZNF777"
"PROX2",0.0886719682372146,4.72833480992592,1.22009679984337,0.223201723110139,0.255558813793421,-6.89872812314697,"Not","PROX2"
"AP3D1",0.0535193769206828,10.0878367282956,1.21979531969406,0.223315882293326,0.255676078497144,-6.89909459895059,"Not","AP3D1"
"PCBP1",0.0492209335877991,10.2492287988126,1.21950235281373,0.223426857996661,0.255789686271151,-6.89945064005004,"Not","PCBP1"
"LINC00184",-0.156660309362327,0.797263922105049,-1.21929881581617,0.223503981021347,0.255864527981696,-6.89969794754032,"Not","LINC00184"
"PDE6H",-0.171694570200178,2.00456170592555,-1.2192424597942,0.223525338488293,0.255875525474849,-6.89976641564752,"Not","PDE6H"
"CDC45",0.139266945764362,3.67337421952173,1.21872250814216,0.223722455789773,0.256087708291138,-6.90039796766114,"Not","CDC45"
"RBPMS",-0.0674248505668587,6.38942619222914,-1.21854196090345,0.223790931695375,0.256152624982485,-6.90061720433518,"Not","RBPMS"
"RPS15A",0.12589750439229,9.085150078393,1.21799768511586,0.223997449489743,0.256375530230704,-6.90127791790151,"Not","RPS15A"
"PEAR1",0.13776044592157,5.70166942116534,1.21796484469763,0.224009914699658,0.256376321485601,-6.90131777455485,"Not","PEAR1"
"HMGB3P14",-0.114617944907034,1.48480262181799,-1.21708780965006,0.224342994397021,0.256744032322234,-6.90238179052023,"Not","HMGB3P14"
"CCDC153",0.102596376896774,5.27261273220956,1.21676458688767,0.224465837275352,0.256871116600315,-6.90277373153937,"Not","CCDC153"
"PIP4K2C",0.041093467012308,8.23891779929701,1.21625658568991,0.224659003911232,0.257073158470027,-6.9033895268078,"Not","PIP4K2C"
"ALOX12-AS1",0.0424573641722663,6.56939556622094,1.21623818611497,0.224666002557273,0.257073158470027,-6.9034118258483,"Not","ALOX12-AS1"
"NKPD1",0.10985399413665,3.77896804717703,1.21594046598332,0.224779268102111,0.25718924717164,-6.90377259599504,"Not","NKPD1"
"POMT1",0.0489903432510435,7.99934093329524,1.2152062917906,0.225058754592534,0.25749550132684,-6.90466187629631,"Not","POMT1"
"COMMD10",0.076334830395818,6.75760499811897,1.21492886336738,0.225164431301434,0.25760287351383,-6.90499777721957,"Not","COMMD10"
"SFTPA1",-0.127851210191312,1.08118038037575,-1.21452852880522,0.225316987544943,0.257763864862411,-6.90548235461238,"Not","SFTPA1"
"TNRC18",0.0558434256404858,10.3251256386894,1.21419953906884,0.225442411748835,0.257893801724764,-6.90588045541274,"Not","TNRC18"
"LOC101927143",-0.152705261159077,2.02616250259088,-1.21365536817054,0.225649981580322,0.258117690108821,-6.90653870574589,"Not","LOC101927143"
"LINC00540",0.14572546992575,3.85580206572514,1.2117161111592,0.22639081026867,0.25893888177011,-6.90888212609295,"Not","LINC00540"
"CHRND",0.145351929670164,2.33203577565208,1.21171388528242,0.226391661590785,0.25893888177011,-6.90888481373176,"Not","CHRND"
"IGKV6D-21",-0.193582477739456,2.07274773603547,-1.21117510016581,0.226597796024501,0.259161038312595,-6.90953522667709,"Not","IGKV6D-21"
"RNU6-238P",0.112958839703172,1.19181047466215,1.21087810077745,0.226711482828439,0.259277444253637,-6.90989363697945,"Not","RNU6-238P"
"FAM89A",0.0696217435121698,4.88906892886257,1.21054009397654,0.226840916329646,0.259411845652962,-6.91030142774652,"Not","FAM89A"
"DNAJC11",0.054741430636394,7.99739088116366,1.21003620339015,0.227033970207135,0.259618984416572,-6.91090914051115,"Not","DNAJC11"
"CFAP91",0.172996425023676,1.27788524288225,1.20891571060291,0.227463682313469,0.260096711777334,-6.91225960114776,"Not","CFAP91"
"TRBJ2-1",0.0789789258682494,3.70395583010919,1.2088005308918,0.227507887023268,0.260133597980029,-6.912398349772,"Not","TRBJ2-1"
"RNU6-444P",-0.113031563907086,1.39493612286932,-1.20868714297508,0.227551410066741,0.260169700929551,-6.91253492714011,"Not","RNU6-444P"
"PRKCQ",0.0512302789210359,8.73101055218116,1.2078868623377,0.22785876081155,0.260507430256825,-6.91349851515957,"Not","PRKCQ"
"GK5",-0.0702930148473051,8.3654088711987,-1.2078080938931,0.227889028171435,0.260528355564288,-6.913593323072,"Not","GK5"
"MATK",-0.0832592690503358,9.19152778505577,-1.20718354050057,0.228129119270763,0.260789141753511,-6.91434483592876,"Not","MATK"
"CHD5",0.155240952745827,3.49036998534481,1.20692019280533,0.228230409718521,0.260877792773366,-6.91466160145605,"Not","CHD5"
"SNX32",0.0618673398517346,5.68535119929912,1.20691962208106,0.228230629269007,0.260877792773366,-6.91466228787241,"Not","SNX32"
"NAP1L5",0.0738306386038623,5.16916434309041,1.20625203258298,0.22848754602382,0.261157751019299,-6.9154649845889,"Not","NAP1L5"
"INTS7",-0.0458109447620849,7.41658300790285,-1.20614283504036,0.228529589540548,0.261192095960814,-6.91559623967138,"Not","INTS7"
"GLOD4",-0.0392045943970043,8.4556944032847,-1.20568281503012,0.22870676835319,0.261380878648544,-6.91614905274075,"Not","GLOD4"
"EIF4A1P2",-0.0747358931793425,3.41443262413543,-1.2055742769207,0.228748586617081,0.261414950854778,-6.91627945413633,"Not","EIF4A1P2"
"EMP2",0.162404887291203,0.883022641987451,1.20505814411315,0.228947520395939,0.2616285624047,-6.91689939434581,"Not","EMP2"
"CCR3",0.116702973472277,8.08103654784726,1.20491584137434,0.22900239007553,0.261677531690527,-6.91707027145414,"Not","CCR3"
"FMO2",-0.134334287163633,0.708594658658193,-1.20471204283841,0.229080987926189,0.261753608232815,-6.91731495783602,"Not","FMO2"
"CASP12",0.145953414062229,0.774152014725485,1.20429152825866,0.229243226374749,0.261925241594615,-6.91781970994032,"Not","CASP12"
"FAM124A",0.177471094620964,2.1690601533342,1.20360271557002,0.229509154088806,0.262215322434742,-6.91864612789097,"Not","FAM124A"
"EDC4",0.0609370745778328,8.91595998072847,1.20341103923003,0.229583193138642,0.262286150608285,-6.91887601229645,"Not","EDC4"
"SYTL4",0.145725241929606,4.41072647450443,1.20309893368626,0.22970378702675,0.262410154897827,-6.91925025409106,"Not","SYTL4"
"ZNF704",0.150496468272924,2.45744912639039,1.20299061026662,0.229745652488498,0.262444212723588,-6.91938012081234,"Not","ZNF704"
"MRGPRE",0.265061213191112,1.82979086390235,1.20277676971991,0.229828314817085,0.262524867814197,-6.91963645578861,"Not","MRGPRE"
"CWC27",0.0572549392312967,6.70744068933949,1.202641316061,0.229880686850997,0.262570916711102,-6.91979880342994,"Not","CWC27"
"ZNF852",-0.0753038912771107,5.79189445056575,-1.20258180883138,0.229903697522128,0.262583425835004,-6.91987011993424,"Not","ZNF852"
"HNRNPA3P3",-0.12420821344273,1.96540093285961,-1.20248337634279,0.229941763694776,0.262613128314998,-6.91998807877136,"Not","HNRNPA3P3"
"RPL17P50",-0.125158341812869,2.97428105001569,-1.20231435908532,0.230007137166519,0.262674013311007,-6.92019060214146,"Not","RPL17P50"
"C11orf42",0.118409239788005,3.25925301969575,1.20190273587038,0.230166402686917,0.262842113410301,-6.92068370769799,"Not","C11orf42"
"SLITRK4",0.0996659755341582,4.97977455222696,1.20179840572149,0.230206782679723,0.262874439815982,-6.92080866377312,"Not","SLITRK4"
"MIR27B",-0.129247570343449,1.20286914452003,-1.20154354424784,0.230305445658462,0.262973313015889,-6.92111386574782,"Not","MIR27B"
"ZNF44",0.0366709269092791,8.16173326489468,1.20112205116662,0.230468681956569,0.263145904756137,-6.92161847163129,"Not","ZNF44"
"FBXO41",0.0443065157592573,8.00064942152257,1.20081571223117,0.230587373041032,0.26326761996479,-6.9219851062746,"Not","FBXO41"
"RNF170",0.0389015126795158,7.43771998911146,1.20044930618175,0.230729394426702,0.26341595782737,-6.92242350897628,"Not","RNF170"
