"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold","gene"
"GNL3",-0.42584477207755,7.90626957180681,-7.15699141226717,0.00000000000443218712244456,0.0000000000141470059500484,16.3582818142383,"Not","GNL3"
"STK10",-0.23020681963539,12.1003621412587,-7.15656548620058,0.00000000000444430028301471,0.0000000000141835905998308,16.3556024241356,"Not","STK10"
"C4orf50",0.740517140378944,3.37338527526177,7.15627799540587,0.00000000000445249481505916,0.0000000000142067973130445,16.3537939625735,"Not","C4orf50"
"ENTPD8",1.03178262957565,1.34862381724098,7.15626460790045,0.00000000000445287676976023,0.0000000000142067973130445,16.3537097497777,"Up","ENTPD8"
"AKAP6",0.69655150424758,4.39495152786229,7.15616260111146,0.00000000000445578815255866,0.0000000000142140033726875,16.3530680899477,"Not","AKAP6"
"KANSL1",-0.197352599137993,10.5857418501471,-7.1558275602359,0.00000000000446536376610514,0.0000000000142424631619949,16.3509606096264,"Not","KANSL1"
"SNHG15",0.324902004068308,7.11286457673682,7.15576885524173,0.00000000000446704366438557,0.0000000000142457345916807,16.3505913500773,"Not","SNHG15"
"ACSL1",0.582833587225421,11.9620719067729,7.15560761813542,0.00000000000447166081596669,0.0000000000142583708109056,16.349577166375,"Not","ACSL1"
"SLC30A5",-0.238064484284497,8.26303424068493,-7.15557978398142,0.00000000000447245834417595,0.0000000000142588258337381,16.3494020909002,"Not","SLC30A5"
"TBC1D3P1",-0.857408922785779,0.910951341983084,-7.15475862317543,0.0000000000044960500460532,0.0000000000143319411144501,16.3442372613999,"Not","TBC1D3P1"
"CCT7P1",-0.827225563963621,1.4039048302215,-7.15409715598241,0.00000000000451514283112787,0.0000000000143906960110962,16.3400771782541,"Not","CCT7P1"
"IGHEP1",1.01914214452132,0.79926069616069,7.15333710007454,0.00000000000453717985176063,0.0000000000144588162259751,16.3352974130388,"Up","IGHEP1"
"DEFA4",-1.41266017975564,5.3490382865999,-7.15330042928953,0.00000000000453824575530331,0.0000000000144600967693488,16.3350668111203,"Down","DEFA4"
"TFCP2",-0.233636842740655,8.49949376938747,-7.15208556084147,0.00000000000457369780376175,0.0000000000145709246052541,16.3274276936934,"Not","TFCP2"
"ADAT2",-0.336218976467913,6.81143108921079,-7.15141838815859,0.00000000000459328290780201,0.0000000000146311783670844,16.323232916389,"Not","ADAT2"
"CSGALNACT2",-0.399427284197539,9.14200683311414,-7.15097558317508,0.00000000000460632716184903,0.0000000000146705827042947,16.320448990791,"Not","CSGALNACT2"
"TRBV2",0.467589402254925,5.37852045959557,7.15036937308578,0.00000000000462424418281036,0.0000000000147254924072383,16.3166379451103,"Not","TRBV2"
"ACLY",-0.235326590944434,10.2024245044748,-7.15025513320201,0.00000000000462762830602451,0.0000000000147341141049399,16.3159197835213,"Not","ACLY"
"ANKRD19P",0.377132203378401,4.24932646665007,7.14989496358919,0.00000000000463831355958619,0.0000000000147659762807002,16.313655657609,"Not","ANKRD19P"
"MIR3648-1",0.491205876748915,2.67174891644494,7.14898040434332,0.0000000000046655552838472,0.0000000000148505286223904,16.3079068732136,"Not","MIR3648-1"
"ZC3H8",-0.306546024093495,7.32275028100359,-7.14821201254806,0.00000000000468856484076779,0.000000000014921587168623,16.3030773065305,"Not","ZC3H8"
"MTND5P5",0.607730941781187,1.33319170086399,7.14748327040111,0.00000000000471049025964743,0.0000000000149891751284265,16.2984973128646,"Not","MTND5P5"
"AMDHD2",0.295227590774057,7.4934852334181,7.14731100097528,0.00000000000471568800061157,0.0000000000150035222404028,16.2974146868582,"Not","AMDHD2"
"BTD",0.313429972010607,6.61379066300642,7.14596845613659,0.00000000000475638936058182,0.0000000000151308076445097,16.2889781506735,"Not","BTD"
"ALKAL2",0.788170261976836,2.61193299410513,7.14429742444938,0.00000000000480753256507620,0.000000000015291268128036,16.2784790847459,"Not","ALKAL2"
"UCP2",0.324079686826167,11.3798406730481,7.14405056661903,0.00000000000481513357797977,0.0000000000153132077786636,16.276928238623,"Not","UCP2"
"MYLPF",0.549801391464241,3.16072352389886,7.14228504100865,0.00000000000486984184261265,0.0000000000154849308006557,16.2658377812082,"Not","MYLPF"
"UBE2V2",-0.298965076029486,8.07881036246481,-7.14198662043368,0.00000000000487914923353925,0.0000000000155122608498054,16.263963405539,"Not","UBE2V2"
"ESRP1",0.79914911013026,0.589946320908395,7.14159883243051,0.00000000000489127005113085,0.0000000000155485263304196,16.2615278029381,"Not","ESRP1"
"MBLAC2",-0.445339102027517,5.94181919998037,-7.14055897751897,0.00000000000492391853181003,0.0000000000156500256940831,16.2549972207523,"Not","MBLAC2"
